AB,AF,AH,AM,AR,AX,AY,AZ,BC,BD ,BN,BP,BQ,BR,CB,CC,CD ,CF,CH,CL,CR,CS,CU,CW ,DA,DE,DF,DH,DI,DL,DN,DU,DY,EB,EE,EG,EL,EP,EU,FC,FE,FI,FL,FR,FS,GB,GE,GF,GH,GI,GL,feature_B,Class
0.08432888264230497,0.1598477083600318,0.015800939652879646,0.05855927015659247,0.0,0.22706908747936808,0.0,0.24357838795394157,0.0038709026339438036,0.07279338886168538,0.4363636363636364,0.05463006099160897,0.7660292890204113,0.0018293766405579359,0.006977870183133493,0.12450099683724354,0.1403438105014228,0.03501319821596529,0.12432432432432432,0.0,0.054739180932182,0.049507803121248514,0.17191977077363896,0.5148311255204816,0.15471399416353546,0.04539886776343593,0.0,0.1876675603217158,0.08083094273616248,0.3119828193684775,0.5477945619335348,0.0006497336946764583,0.2220048609876104,0.16576385617836395,0.05318435754189944,0.050373358324417826,0.4267936607718904,0.021016132588097175,0.005281108346894622,0.01948388120727509,0.052424336251000986,0.09140611652144201,0.03925730432586077,0.0008228554693657133,0.0,0.2794574738626731,0.08494273128869514,0.0,0.25951270088128564,0.5390739038763042,0.008394995098884125,1.0,1
0.03162333099086437,0.12729928113189265,0.0,0.007896269820896109,0.0,0.08111294506012734,0.0,0.0,0.0,0.04261874644963033,0.49090909090909096,0.058558727404813285,0.5004476819182032,0.0034927593217667927,0.012025128470117224,0.10911431907209183,0.10279882018165046,0.05003185776267484,0.06756756756756757,0.0,0.3019113265666818,0.07847710512776539,0.23610315186246417,0.0,0.22106086326269814,0.02386320488590754,0.0,0.25335120643431636,0.05590380157491509,0.2348209791617731,0.26942598187311173,0.01808995392020244,0.1338401802122236,0.0505573873449521,0.20558659217877093,0.046645086781792154,0.14151185296696392,0.0,0.0,0.005522826296437654,0.35383525158823326,0.22620878182128823,0.1325347157993444,0.0,0.011902185674096516,0.25187199773947444,0.0,0.011796323396008933,0.2195956454121306,0.14578715467373085,0.0031359283526662227,1.0,1
0.09416725228390722,0.4068537692316774,0.0,0.26359570308643193,0.0816511367299633,0.1494930440933742,0.0,0.21895482728077945,0.0,0.08177601857111659,0.7818181818181819,0.04559198630589337,0.6391759617573413,0.0,0.0012735121675339842,0.09824653289251149,0.11041956315536441,0.08752541035832398,0.14054054054054058,0.0,0.17772559713174768,0.07091064997427542,0.22234957020057305,0.5484956041107245,0.03126132483930649,0.048044971972961904,0.05690556751768687,0.35656836461126007,0.3838513240186615,0.3007214523002584,0.35903323262839876,0.03655606945311231,0.16963068350228228,0.03383576699638876,0.1349720670391061,0.03369535651236574,1.0,0.0,0.0033700579238447976,0.0066262578931258476,0.08589681730092065,0.298137707158722,0.0787745001833623,0.0008014038674440229,0.0,0.139057643402091,0.012225689289279508,0.054409463580738705,0.4301710730948678,0.5250175704168243,0.0007379964693410185,1.0,1
0.02389318341531975,0.029063088453464996,0.0,0.007163168183882623,0.0,0.09101626974770102,0.007900810794815647,0.22444641275465013,0.0037075125786314644,0.0706479234109432,0.6,0.046953007723461865,0.34726458760148726,0.0018148785408039088,0.024440854921331134,0.1561005036405213,0.12499837580073025,0.03253284383628144,0.07927927927927927,0.0,0.24046861586628285,0.16290859200823188,0.1959885386819484,0.5291261669829829,0.20152015106143548,0.05773805820785701,0.0028709115144058247,0.3297587131367292,0.09771553548914177,0.39196671252642523,0.25280966767371593,0.03283719896384574,0.24951093722212345,0.09754278536661959,0.058994413407821224,0.05170340919164862,1.0,0.08092645996146396,0.005939688121559019,0.005706101749997167,0.022098044070294427,0.21100290449342213,0.047632290130289065,0.0006244281515900767,0.018177883574983768,0.09352924554959029,0.0,0.05075531241644266,0.3748055987558321,0.37826404281775416,0.003990575915442198,1.0,1
0.05692199578355587,0.13392821883647266,0.0,0.18463300487747084,0.08786822835914834,0.09785427965102571,0.00023672841332780976,0.19805137289636845,0.0,0.07285389680486952,0.5636363636363636,0.029874643233893994,0.40921162455421506,0.0020240629975575926,0.00015461170085077133,0.10262279647529575,0.0878886708852536,0.05163233107800601,0.07747747747747748,0.0,0.14131697217593292,0.07268736065854915,0.2578796561604585,0.549102099209156,0.03746972095595949,0.14583498692500596,0.0634676509791859,0.453083109919571,0.16524819581579878,0.2443944834065971,0.30525679758308155,0.030571680160039666,0.08702353429367479,0.018527241325168788,0.008044692737430168,0.01316641099725321,1.0,0.0,0.005945923196348742,0.00650344444486432,0.06460160972029365,0.10439091064411413,0.041762430051852574,0.0,0.005410084397316597,0.0398417632099463,0.0,0.07426679306660303,0.15443234836702951,0.6019354489917284,0.00040160540195400434,1.0,1
0.13914265635980322,0.3070113398350528,0.23543925030951893,0.11001954937698702,0.157975530755415,0.1480782834237208,0.006953897141504408,0.18937112488928257,0.0031620781292799787,0.03998672869482656,0.9090909090909091,0.08468319883764308,1.0000000000000002,0.0023461773558877573,0.04356794980815944,0.1451220443658821,0.17391925780590173,0.01143845383658485,0.15855855855855858,0.0,0.11874463465131545,0.10635568513119532,0.26246418338108884,0.0,0.1214594976062866,0.0640728338306622,0.050986642804545,0.34584450402144773,0.406745461227239,0.1949733230428509,0.21703927492447128,0.02245000897658394,0.11936095797024127,0.08070340712827759,0.060558659217877085,0.03993089068404159,1.0,0.04398003300504419,0.009910651378263283,0.00709672787185078,0.23691782132551423,0.0999487442337263,0.19627523776220637,0.00023200373817480443,0.027483228738368316,0.23354054817745123,0.06999970545521542,0.18988340271132928,0.35883877656817004,0.5819592366329674,0.0,1.0,1
0.3766690091356289,0.2403100320941612,0.41696155220519493,0.031269129756521394,0.0,0.13086536194293796,0.0,0.39185119574844995,0.002051986871128497,0.0382766404496689,0.9454545454545454,0.11081124016271571,0.22085135442749834,0.04147577220948283,0.3268816854302885,0.08303911436583537,0.3712139915021894,0.0234230407475955,0.49909909909909916,0.0014542432741248626,0.16797959905064888,0.07742068255873778,0.0825214899713467,0.5169322549775804,0.1208110015449465,0.11013671359649221,0.0,0.15013404825737264,0.17663530222485427,0.14667964162276434,0.5919033232628398,0.0,0.36161005394510637,0.20128748626157952,0.14592178770949718,0.06296268901139042,1.0,0.0,0.014824669696913017,0.9999999999999998,0.03892492573180637,0.1178882624295233,0.0,0.0020803390472317637,0.0,0.16798530658378075,0.0,0.2044287891785441,0.5086054950751685,0.13907660701735416,1.0,0.0,1
0.06113843991567112,0.07184944355598313,0.0,0.07084674473252897,0.005587707044502094,0.14312662107993396,0.0,0.09831709477413642,0.003967014431186356,0.06387367808032095,0.8727272727272727,0.04507702934986907,0.37819257910311865,0.004829909441688578,0.0107455132091286,0.1316713663762667,0.13784904042307145,0.04579932643587488,0.13513513513513517,0.0,0.2404938645659748,0.13648430800891787,0.2177650429799427,0.5162521483368593,0.24639035648209962,0.07727010427817238,0.0,0.3351206434316354,0.08693566527943244,0.27006476292741854,0.33172205438066465,0.05399628967863829,0.10344418756298535,0.05271628199089339,0.11418994413407821,0.03623859894961491,0.5870196363876989,0.0,0.0,0.007771257118456405,0.10246034962624662,0.1749530155475824,0.06328631637596027,0.00029192832180387456,0.005842891149101926,0.11133088443063012,0.0,0.10581086549082384,0.1925349922239502,0.48655187327674754,0.004866760438870457,1.0,1
0.10470836261419533,0.24372118852430127,0.016535867078594974,0.07990067336742955,0.0,0.10221645838245697,0.0,0.2196634189548273,0.08114959320681817,0.04611327460277857,0.5818181818181819,0.030501159322505855,0.10841110858183474,0.009252623127072545,0.033261859327764605,0.1226756701567661,0.11346006418835516,0.020639279104341757,0.08648648648648648,0.003947231744053183,0.15758975912740492,0.06992968616017836,0.307163323782235,0.0,0.05619981308054703,0.035872034529139334,0.018073692942963942,0.28954423592493295,0.09371234512166543,0.2812523069695648,0.005800604229607265,0.004368604183943028,0.2266880075878831,0.06355000785052597,0.04826815642458101,0.03407439745253268,0.6467476715909279,0.039308213067730455,0.00558740639593972,0.08738649203224137,0.08690741103249061,0.16581240389543828,0.03184934144560958,0.02931571255226496,0.0019476303830339753,0.12030234529528112,0.07160251548756169,0.0009033083582055557,0.21384136858475894,0.24501270476293452,0.00414720403795985,1.0,1
0.06886858749121573,0.11132196674677682,0.0,0.046750656582610926,0.0006754371152694894,0.031124734732374443,0.0,0.0,0.0,0.037036616482923695,0.6727272727272727,0.005145999668000029,0.33456256165111165,0.0,0.0,0.07508779805745337,0.04919374748249113,0.0225886707727783,0.07207207207207207,0.0,0.10642326920163613,0.01883724918538844,0.1467048710601719,0.0,0.09990654027351276,0.016089000057920404,0.08563332494430619,0.16353887399463807,0.11820357064137588,0.16177980604677694,0.1683383685800604,0.01060946730386164,0.10332562688956073,0.0,0.0641340782122905,0.01765015863902706,1.0,0.0,0.008949670476297364,0.008903030280128028,0.07860343711410671,0.06031095164872713,0.13465077820711002,0.0008037355633050763,0.008006924908028564,0.10892907601017236,0.0,0.014651316279200263,0.3406428201140487,0.09759690760663892,5.7163006321114396e-05,1.0,1
